Dates,Import,Export,Production
2016-03-28,5637.098591549296,19839.812206572773,11835.197183098593
2016-03-29,5498.830985915494,19628.464788732395,11676.661971830987
2016-03-30,5360.56338028169,19417.117370892018,11518.12676056338
2016-03-31,5222.295774647887,19205.76995305164,11359.591549295776
2016-04-01,5084.0281690140855,18994.42253521127,11201.056338028171
2016-04-02,4945.760563380281,18783.075117370892,11042.521126760563
2016-04-03,4807.492957746479,18571.72769953052,10883.985915492958
2016-04-04,4669.225352112676,18360.38028169014,10725.450704225352
2016-04-05,4530.957746478873,18149.032863849767,10566.915492957747
2016-04-06,4392.69014084507,17937.68544600939,10408.38028169014
2016-04-07,4254.422535211268,17726.338028169015,10249.845070422536
2016-04-08,4116.154929577465,17514.99061032864,10091.30985915493
2016-04-09,3977.887323943662,17303.643192488264,9932.774647887323
2016-04-10,3839.6197183098593,17092.295774647886,9774.239436619719
2016-04-11,3701.3521126760565,16880.948356807512,9615.704225352114
2016-04-12,3563.084507042254,16669.600938967138,9457.169014084508
2016-04-13,3424.8169014084506,16458.25352112676,9298.633802816901
2016-04-14,3286.549295774648,16246.906103286386,9140.098591549297
2016-04-15,3148.281690140845,16035.55868544601,8981.56338028169
2016-04-16,3010.0140845070423,15824.211267605635,8823.028169014084
2016-04-17,2871.7464788732395,15612.86384976526,8664.492957746479
2016-04-18,2733.4788732394363,15401.516431924883,8505.957746478873
2016-04-19,2595.211267605634,15190.169014084508,8347.422535211268
2016-04-20,2456.943661971831,14978.821596244132,8188.8873239436625
2016-04-21,2318.6760563380285,14767.474178403758,8030.352112676057
2016-04-22,2180.4084507042253,14556.126760563382,7871.816901408451
2016-04-23,2042.1408450704225,14344.779342723006,7713.281690140845
2016-04-24,1903.8732394366198,14133.43192488263,7554.7464788732395
2016-04-25,1765.605633802817,13922.084507042255,7396.211267605634
2016-04-26,1627.3380281690143,13710.737089201877,7237.6760563380285
2016-04-27,1489.0704225352115,13499.389671361503,7079.140845070423
2016-04-28,1350.8028169014085,13288.042253521127,6920.605633802817
2016-04-29,1212.5352112676055,13076.694835680752,6762.070422535211
2016-04-30,1074.2676056338028,12865.347417840376,6603.535211267606
2016-05-01,936.0,12654.0,6445.0
2016-05-02,931.8852459016393,12987.62295081967,6952.459016393443
2016-05-03,927.7704918032787,13321.245901639344,7459.918032786885
2016-05-04,923.655737704918,13654.868852459014,7967.377049180328
2016-05-05,919.5409836065573,13988.491803278688,8474.83606557377
2016-05-06,915.4262295081966,14322.114754098358,8982.295081967211
2016-05-07,911.311475409836,14655.737704918032,9489.754098360656
2016-05-08,907.1967213114754,14989.360655737704,9997.213114754097
2016-05-09,903.0819672131147,15322.983606557376,10504.672131147541
2016-05-10,898.967213114754,15656.606557377048,11012.131147540982
2016-05-11,894.8524590163934,15990.22950819672,11519.590163934425
2016-05-12,890.7377049180326,16323.85245901639,12027.049180327867
2016-05-13,886.622950819672,16657.475409836065,12534.508196721312
2016-05-14,882.5081967213114,16991.09836065574,13041.967213114753
2016-05-15,878.3934426229507,17324.72131147541,13549.426229508195
2016-05-16,874.2786885245902,17658.344262295082,14056.88524590164
2016-05-17,870.1639344262295,17991.967213114753,14564.344262295082
2016-05-18,866.0491803278688,18325.590163934423,15071.803278688523
2016-05-19,861.9344262295083,18659.2131147541,15579.262295081968
2016-05-20,857.8196721311475,18992.83606557377,16086.721311475409
2016-05-21,853.7049180327868,19326.45901639344,16594.18032786885
2016-05-22,849.5901639344262,19660.081967213115,17101.639344262294
2016-05-23,845.4754098360655,19993.704918032785,17609.098360655735
2016-05-24,841.3606557377049,20327.327868852455,18116.55737704918
2016-05-25,837.2459016393443,20660.95081967213,18624.016393442624
2016-05-26,833.1311475409836,20994.573770491803,19131.475409836065
2016-05-27,829.016393442623,21328.196721311477,19638.934426229505
2016-05-28,824.9016393442623,21661.819672131147,20146.39344262295
2016-05-29,820.7868852459015,21995.442622950817,20653.85245901639
2016-05-30,816.672131147541,22329.06557377049,21161.311475409835
2016-05-31,812.5573770491803,22662.688524590165,21668.77049180328
2016-06-01,808.4426229508197,22996.311475409835,22176.22950819672
2016-06-02,804.327868852459,23329.93442622951,22683.688524590165
2016-06-03,800.2131147540983,23663.557377049176,23191.147540983606
2016-06-04,796.0983606557377,23997.180327868853,23698.606557377047
2016-06-05,791.983606557377,24330.803278688523,24206.06557377049
2016-06-06,787.8688524590164,24664.426229508197,24713.524590163932
2016-06-07,783.7540983606557,24998.04918032787,25220.983606557376
2016-06-08,779.639344262295,25331.672131147538,25728.442622950817
2016-06-09,775.5245901639344,25665.29508196721,26235.90163934426
2016-06-10,771.4098360655737,25998.91803278688,26743.360655737702
2016-06-11,767.295081967213,26332.540983606556,27250.819672131147
2016-06-12,763.1803278688524,26666.16393442623,27758.278688524588
2016-06-13,759.0655737704918,26999.7868852459,28265.737704918032
2016-06-14,754.950819672131,27333.409836065573,28773.196721311473
2016-06-15,750.8360655737704,27667.032786885244,29280.655737704914
2016-06-16,746.7213114754098,28000.655737704914,29788.11475409836
2016-06-17,742.6065573770492,28334.278688524588,30295.573770491803
2016-06-18,738.4918032786885,28667.90163934426,30803.032786885247
2016-06-19,734.377049180328,29001.524590163932,31310.49180327869
