Country or Area,Year,Area,Sex,Age,Record Type,Reliability,Source Year,Value,Value Footnotes
United States of America,2015,Total,Both Sexes,9-May,Estimate - de jure,"Final figure, complete",2016,20487176,"5,6"
United States of America,2015,Total,Both Sexes,6,Estimate - de jure,"Final figure, complete",2016,4019207,"5,6"
United States of America,2015,Total,Both Sexes,7,Estimate - de jure,"Final figure, complete",2016,4148360,"5,6"
United States of America,2015,Total,Both Sexes,8,Estimate - de jure,"Final figure, complete",2016,4167887,"5,6"
United States of America,2015,Total,Both Sexes,9,Estimate - de jure,"Final figure, complete",2016,4133564,"5,6"
United States of America,2015,Total,Both Sexes,10,Estimate - de jure,"Final figure, complete",2016,4121289,"5,6"
United States of America,2015,Total,Both Sexes,14-Oct,Estimate - de jure,"Final figure, complete",2016,20622330,"5,6"
United States of America,2015,Total,Both Sexes,11,Estimate - de jure,"Final figure, complete",2016,4130328,"5,6"
United States of America,2015,Total,Both Sexes,12,Estimate - de jure,"Final figure, complete",2016,4101021,"5,6"
United States of America,2015,Total,Both Sexes,13,Estimate - de jure,"Final figure, complete",2016,4084306,"5,6"
United States of America,2015,Total,Both Sexes,14,Estimate - de jure,"Final figure, complete",2016,4185386,"5,6"
United States of America,2015,Total,Both Sexes,15,Estimate - de jure,"Final figure, complete",2016,4249742,"5,6"
United States of America,2015,Total,Both Sexes,15 - 19,Estimate - de jure,"Final figure, complete",2016,21108903,"5,6"
United States of America,2015,Total,Both Sexes,16,Estimate - de jure,"Final figure, complete",2016,4184296,"5,6"
United States of America,2015,Total,Both Sexes,17,Estimate - de jure,"Final figure, complete",2016,4194286,"5,6"
United States of America,2015,Total,Both Sexes,18,Estimate - de jure,"Final figure, complete",2016,4217995,"5,6"
United States of America,2015,Total,Both Sexes,19,Estimate - de jure,"Final figure, complete",2016,4262584,"5,6"
United States of America,2015,Total,Both Sexes,20,Estimate - de jure,"Final figure, complete",2016,4363440,"5,6"
United States of America,2015,Total,Both Sexes,20 - 24,Estimate - de jure,"Final figure, complete",2016,22739313,"5,6"
United States of America,2015,Total,Both Sexes,21,Estimate - de jure,"Final figure, complete",2016,4456790,"5,6"
United States of America,2015,Total,Both Sexes,22,Estimate - de jure,"Final figure, complete",2016,4529472,"5,6"
United States of America,2015,Total,Both Sexes,23,Estimate - de jure,"Final figure, complete",2016,4652266,"5,6"
United States of America,2015,Total,Both Sexes,24,Estimate - de jure,"Final figure, complete",2016,4737345,"5,6"
United States of America,2015,Total,Both Sexes,25,Estimate - de jure,"Final figure, complete",2016,4729564,"5,6"
United States of America,2015,Total,Both Sexes,25 - 29,Estimate - de jure,"Final figure, complete",2016,22461554,"5,6"
United States of America,2015,Total,Both Sexes,26,Estimate - de jure,"Final figure, complete",2016,4544416,"5,6"
United States of America,2015,Total,Both Sexes,27,Estimate - de jure,"Final figure, complete",2016,4439766,"5,6"
United States of America,2015,Total,Both Sexes,28,Estimate - de jure,"Final figure, complete",2016,4364669,"5,6"
United States of America,2015,Total,Both Sexes,29,Estimate - de jure,"Final figure, complete",2016,4383139,"5,6"
United States of America,2015,Total,Both Sexes,30,Estimate - de jure,"Final figure, complete",2016,4417209,"5,6"
United States of America,2015,Total,Both Sexes,30 - 34,Estimate - de jure,"Final figure, complete",2016,21675648,"5,6"
United States of America,2015,Total,Both Sexes,31,Estimate - de jure,"Final figure, complete",2016,4278233,"5,6"
United States of America,2015,Total,Both Sexes,32,Estimate - de jure,"Final figure, complete",2016,4343614,"5,6"
United States of America,2015,Total,Both Sexes,33,Estimate - de jure,"Final figure, complete",2016,4341754,"5,6"
United States of America,2015,Total,Both Sexes,34,Estimate - de jure,"Final figure, complete",2016,4294838,"5,6"
United States of America,2015,Total,Both Sexes,35,Estimate - de jure,"Final figure, complete",2016,4379404,"5,6"
United States of America,2015,Total,Both Sexes,35 - 39,Estimate - de jure,"Final figure, complete",2016,20374585,"5,6"
United States of America,2015,Total,Both Sexes,36,Estimate - de jure,"Final figure, complete",2016,4108775,"5,6"
United States of America,2015,Total,Both Sexes,37,Estimate - de jure,"Final figure, complete",2016,4028403,"5,6"
United States of America,2015,Total,Both Sexes,38,Estimate - de jure,"Final figure, complete",2016,3987141,"5,6"
United States of America,2015,Total,Both Sexes,39,Estimate - de jure,"Final figure, complete",2016,3870862,"5,6"
United States of America,2015,Total,Both Sexes,40,Estimate - de jure,"Final figure, complete",2016,3989839,"5,6"
United States of America,2015,Total,Both Sexes,40 - 44,Estimate - de jure,"Final figure, complete",2016,20215198,"5,6"
United States of America,2015,Total,Both Sexes,41,Estimate - de jure,"Final figure, complete",2016,3865228,"5,6"
United States of America,2015,Total,Both Sexes,42,Estimate - de jure,"Final figure, complete",2016,3924258,"5,6"
United States of America,2015,Total,Both Sexes,43,Estimate - de jure,"Final figure, complete",2016,4100708,"5,6"
United States of America,2015,Total,Both Sexes,44,Estimate - de jure,"Final figure, complete",2016,4335165,"5,6"
United States of America,2015,Total,Both Sexes,45,Estimate - de jure,"Final figure, complete",2016,4389345,"5,6"
United States of America,2015,Total,Both Sexes,45 - 49,Estimate - de jure,"Final figure, complete",2016,20853844,"5,6"
United States of America,2015,Total,Both Sexes,46,Estimate - de jure,"Final figure, complete",2016,4160573,"5,6"
United States of America,2015,Total,Both Sexes,47,Estimate - de jure,"Final figure, complete",2016,4073685,"5,6"
United States of America,2015,Total,Both Sexes,48,Estimate - de jure,"Final figure, complete",2016,4077689,"5,6"
United States of America,2015,Total,Both Sexes,49,Estimate - de jure,"Final figure, complete",2016,4152552,"5,6"
United States of America,2015,Total,Both Sexes,50,Estimate - de jure,"Final figure, complete",2016,4400288,"5,6"
United States of America,2015,Total,Both Sexes,50 - 54,Estimate - de jure,"Final figure, complete",2016,22334317,"5,6"
United States of America,2015,Total,Both Sexes,51,Estimate - de jure,"Final figure, complete",2016,4479664,"5,6"
United States of America,2015,Total,Both Sexes,52,Estimate - de jure,"Final figure, complete",2016,4474344,"5,6"
United States of America,2015,Total,Both Sexes,53,Estimate - de jure,"Final figure, complete",2016,4463494,"5,6"
United States of America,2015,Total,Both Sexes,54,Estimate - de jure,"Final figure, complete",2016,4516527,"5,6"
United States of America,2015,Total,Both Sexes,55,Estimate - de jure,"Final figure, complete",2016,4553385,"5,6"
United States of America,2015,Total,Both Sexes,55 - 59,Estimate - de jure,"Final figure, complete",2016,21807942,"5,6"
United States of America,2015,Total,Both Sexes,56,Estimate - de jure,"Final figure, complete",2016,4399120,"5,6"
United States of America,2015,Total,Both Sexes,57,Estimate - de jure,"Final figure, complete",2016,4371245,"5,6"
United States of America,2015,Total,Both Sexes,58,Estimate - de jure,"Final figure, complete",2016,4320522,"5,6"
United States of America,2015,Total,Both Sexes,59,Estimate - de jure,"Final figure, complete",2016,4163670,"5,6"
United States of America,2015,Total,Both Sexes,60,Estimate - de jure,"Final figure, complete",2016,4125792,"5,6"
United States of America,2015,Total,Both Sexes,60 - 64,Estimate - de jure,"Final figure, complete",2016,19069877,"5,6"
United States of America,2015,Total,Both Sexes,61,Estimate - de jure,"Final figure, complete",2016,3954601,"5,6"
United States of America,2015,Total,Both Sexes,62,Estimate - de jure,"Final figure, complete",2016,3801935,"5,6"
United States of America,2015,Total,Both Sexes,63,Estimate - de jure,"Final figure, complete",2016,3651393,"5,6"
United States of America,2015,Total,Both Sexes,64,Estimate - de jure,"Final figure, complete",2016,3536156,"5,6"
United States of America,2015,Total,Both Sexes,65,Estimate - de jure,"Final figure, complete",2016,3450043,"5,6"
United States of America,2015,Total,Both Sexes,65 - 69,Estimate - de jure,"Final figure, complete",2016,16067468,"5,6"
United States of America,2015,Total,Both Sexes,66,Estimate - de jure,"Final figure, complete",2016,3344134,"5,6"
United States of America,2015,Total,Both Sexes,67,Estimate - de jure,"Final figure, complete",2016,3304187,"5,6"
United States of America,2015,Total,Both Sexes,68,Estimate - de jure,"Final figure, complete",2016,3436357,"5,6"
United States of America,2015,Total,Both Sexes,69,Estimate - de jure,"Final figure, complete",2016,2532747,"5,6"
United States of America,2015,Total,Both Sexes,70,Estimate - de jure,"Final figure, complete",2016,2492490,"5,6"
United States of America,2015,Total,Both Sexes,70 - 74,Estimate - de jure,"Final figure, complete",2016,11483049,"5,6"
United States of America,2015,Total,Both Sexes,71,Estimate - de jure,"Final figure, complete",2016,2421191,"5,6"
United States of America,2015,Total,Both Sexes,72,Estimate - de jure,"Final figure, complete",2016,2469605,"5,6"
United States of America,2015,Total,Both Sexes,73,Estimate - de jure,"Final figure, complete",2016,2146052,"5,6"
United States of America,2015,Total,Both Sexes,74,Estimate - de jure,"Final figure, complete",2016,1953711,"5,6"
United States of America,2015,Total,Both Sexes,75,Estimate - de jure,"Final figure, complete",2016,1839823,"5,6"
United States of America,2015,Total,Both Sexes,75 - 79,Estimate - de jure,"Final figure, complete",2016,8123833,"5,6"
United States of America,2015,Total,Both Sexes,76,Estimate - de jure,"Final figure, complete",2016,1722041,"5,6"
United States of America,2015,Total,Both Sexes,77,Estimate - de jure,"Final figure, complete",2016,1639085,"5,6"
United States of America,2015,Total,Both Sexes,78,Estimate - de jure,"Final figure, complete",2016,1500813,"5,6"
United States of America,2015,Total,Both Sexes,79,Estimate - de jure,"Final figure, complete",2016,1422071,"5,6"
United States of America,2015,Total,Both Sexes,80,Estimate - de jure,"Final figure, complete",2016,1351196,"5,6"
United States of America,2015,Total,Both Sexes,80 - 84,Estimate - de jure,"Final figure, complete",2016,5799341,"5,6"
United States of America,2015,Total,Both Sexes,81,Estimate - de jure,"Final figure, complete",2016,1201044,"5,6"
United States of America,2015,Total,Both Sexes,82,Estimate - de jure,"Final figure, complete",2016,1148948,"5,6"
United States of America,2015,Total,Both Sexes,83,Estimate - de jure,"Final figure, complete",2016,1082562,"5,6"
United States of America,2015,Total,Both Sexes,84,Estimate - de jure,"Final figure, complete",2016,1015591,"5,6"
United States of America,2015,Total,Both Sexes,85,Estimate - de jure,"Final figure, complete",2016,957023,"5,6"
United States of America,2015,Total,Both Sexes,85 - 89,Estimate - de jure,"Final figure, complete",2016,3864345,"5,6"
United States of America,2015,Total,Both Sexes,86,Estimate - de jure,"Final figure, complete",2016,846081,"5,6"
United States of America,2015,Total,Both Sexes,87,Estimate - de jure,"Final figure, complete",2016,774639,"5,6"
United States of America,2015,Total,Both Sexes,88,Estimate - de jure,"Final figure, complete",2016,689755,"5,6"
United States of America,2015,Total,Both Sexes,89,Estimate - de jure,"Final figure, complete",2016,596847,"5,6"
United States of America,2015,Total,Both Sexes,90,Estimate - de jure,"Final figure, complete",2016,523034,"5,6"
United States of America,2015,Total,Both Sexes,90 - 94,Estimate - de jure,"Final figure, complete",2016,1850935,"5,6"
United States of America,2015,Total,Both Sexes,91,Estimate - de jure,"Final figure, complete",2016,440318,"5,6"
United States of America,2015,Total,Both Sexes,92,Estimate - de jure,"Final figure, complete",2016,360659,"5,6"
United States of America,2015,Total,Both Sexes,93,Estimate - de jure,"Final figure, complete",2016,293806,"5,6"
United States of America,2015,Total,Both Sexes,94,Estimate - de jure,"Final figure, complete",2016,233118,"5,6"
United States of America,2015,Total,Both Sexes,95,Estimate - de jure,"Final figure, complete",2016,174011,"5,6"
United States of America,2015,Total,Both Sexes,95 - 99,Estimate - de jure,"Final figure, complete",2016,494907,"5,6"
United States of America,2015,Total,Both Sexes,96,Estimate - de jure,"Final figure, complete",2016,122887,"5,6"
United States of America,2015,Total,Both Sexes,97,Estimate - de jure,"Final figure, complete",2016,92377,"5,6"
United States of America,2015,Total,Both Sexes,98,Estimate - de jure,"Final figure, complete",2016,61991,"5,6"
United States of America,2015,Total,Both Sexes,99,Estimate - de jure,"Final figure, complete",2016,43641,"5,6"
United States of America,2015,Total,Both Sexes,100 +,Estimate - de jure,"Final figure, complete",2016,76974,"5,6"
United States of America,2015,Total,Male,Total,Estimate - de jure,"Final figure, complete",2016,158229297,"5,6"
United States of America,2015,Total,Male,0,Estimate - de jure,"Final figure, complete",2016,2035134,"5,6"
United States of America,2015,Total,Male,0 - 4,Estimate - de jure,"Final figure, complete",2016,10177601,"5,6"
United States of America,2015,Total,Male,1,Estimate - de jure,"Final figure, complete",2016,2029295,"5,6"
United States of America,2015,Total,Male,4-Jan,Estimate - de jure,"Final figure, complete",2016,8142467,"5,6"
United States of America,2015,Total,Male,2,Estimate - de jure,"Final figure, complete",2016,2026604,"5,6"
United States of America,2015,Total,Male,3,Estimate - de jure,"Final figure, complete",2016,2030644,"5,6"
United States of America,2015,Total,Male,4,Estimate - de jure,"Final figure, complete",2016,2055924,"5,6"
United States of America,2015,Total,Male,5,Estimate - de jure,"Final figure, complete",2016,2050848,"5,6"
United States of America,2015,Total,Male,9-May,Estimate - de jure,"Final figure, complete",2016,10459132,"5,6"
United States of America,2015,Total,Male,6,Estimate - de jure,"Final figure, complete",2016,2050663,"5,6"
United States of America,2015,Total,Male,7,Estimate - de jure,"Final figure, complete",2016,2117118,"5,6"
United States of America,2015,Total,Male,8,Estimate - de jure,"Final figure, complete",2016,2128825,"5,6"
United States of America,2015,Total,Male,9,Estimate - de jure,"Final figure, complete",2016,2111678,"5,6"
United States of America,2015,Total,Male,10,Estimate - de jure,"Final figure, complete",2016,2103943,"5,6"
United States of America,2015,Total,Male,14-Oct,Estimate - de jure,"Final figure, complete",2016,10520388,"5,6"
United States of America,2015,Total,Male,11,Estimate - de jure,"Final figure, complete",2016,2106742,"5,6"
United States of America,2015,Total,Male,12,Estimate - de jure,"Final figure, complete",2016,2090780,"5,6"
United States of America,2015,Total,Male,13,Estimate - de jure,"Final figure, complete",2016,2082704,"5,6"
United States of America,2015,Total,Male,14,Estimate - de jure,"Final figure, complete",2016,2136219,"5,6"
United States of America,2015,Total,Male,15,Estimate - de jure,"Final figure, complete",2016,2172989,"5,6"
United States of America,2015,Total,Male,15 - 19,Estimate - de jure,"Final figure, complete",2016,10797867,"5,6"
United States of America,2015,Total,Male,16,Estimate - de jure,"Final figure, complete",2016,2139271,"5,6"
United States of America,2015,Total,Male,17,Estimate - de jure,"Final figure, complete",2016,2145174,"5,6"
United States of America,2015,Total,Male,18,Estimate - de jure,"Final figure, complete",2016,2156041,"5,6"
United States of America,2015,Total,Male,19,Estimate - de jure,"Final figure, complete",2016,2184392,"5,6"
United States of America,2015,Total,Male,20,Estimate - de jure,"Final figure, complete",2016,2240373,"5,6"
United States of America,2015,Total,Male,20 - 24,Estimate - de jure,"Final figure, complete",2016,11667854,"5,6"
United States of America,2015,Total,Male,21,Estimate - de jure,"Final figure, complete",2016,2290006,"5,6"
United States of America,2015,Total,Male,22,Estimate - de jure,"Final figure, complete",2016,2331696,"5,6"
United States of America,2015,Total,Male,23,Estimate - de jure,"Final figure, complete",2016,2387842,"5,6"
United States of America,2015,Total,Male,24,Estimate - de jure,"Final figure, complete",2016,2417937,"5,6"
United States of America,2015,Total,Male,25,Estimate - de jure,"Final figure, complete",2016,2407515,"5,6"
United States of America,2015,Total,Male,25 - 29,Estimate - de jure,"Final figure, complete",2016,11409399,"5,6"
United States of America,2015,Total,Male,26,Estimate - de jure,"Final figure, complete",2016,2310983,"5,6"
United States of America,2015,Total,Male,27,Estimate - de jure,"Final figure, complete",2016,2254603,"5,6"
United States of America,2015,Total,Male,28,Estimate - de jure,"Final figure, complete",2016,2214738,"5,6"
United States of America,2015,Total,Male,29,Estimate - de jure,"Final figure, complete",2016,2221560,"5,6"
United States of America,2015,Total,Male,30,Estimate - de jure,"Final figure, complete",2016,2231463,"5,6"
United States of America,2015,Total,Male,30 - 34,Estimate - de jure,"Final figure, complete",2016,10889739,"5,6"
United States of America,2015,Total,Male,31,Estimate - de jure,"Final figure, complete",2016,2152765,"5,6"
United States of America,2015,Total,Male,32,Estimate - de jure,"Final figure, complete",2016,2181163,"5,6"
United States of America,2015,Total,Male,33,Estimate - de jure,"Final figure, complete",2016,2175631,"5,6"
United States of America,2015,Total,Male,34,Estimate - de jure,"Final figure, complete",2016,2148717,"5,6"
United States of America,2015,Total,Male,35,Estimate - de jure,"Final figure, complete",2016,2199270,"5,6"
United States of America,2015,Total,Male,35 - 39,Estimate - de jure,"Final figure, complete",2016,10173424,"5,6"
United States of America,2015,Total,Male,36,Estimate - de jure,"Final figure, complete",2016,2053297,"5,6"
United States of America,2015,Total,Male,37,Estimate - de jure,"Final figure, complete",2016,2010463,"5,6"
United States of America,2015,Total,Male,38,Estimate - de jure,"Final figure, complete",2016,1983816,"5,6"
United States of America,2015,Total,Male,39,Estimate - de jure,"Final figure, complete",2016,1926578,"5,6"
United States of America,2015,Total,Male,40,Estimate - de jure,"Final figure, complete",2016,1989213,"5,6"
United States of America,2015,Total,Male,40 - 44,Estimate - de jure,"Final figure, complete",2016,10030153,"5,6"
United States of America,2015,Total,Male,41,Estimate - de jure,"Final figure, complete",2016,1919064,"5,6"
United States of America,2015,Total,Male,42,Estimate - de jure,"Final figure, complete",2016,1942311,"5,6"
United States of America,2015,Total,Male,43,Estimate - de jure,"Final figure, complete",2016,2032362,"5,6"
United States of America,2015,Total,Male,44,Estimate - de jure,"Final figure, complete",2016,2147203,"5,6"
United States of America,2015,Total,Male,45,Estimate - de jure,"Final figure, complete",2016,2182484,"5,6"
United States of America,2015,Total,Male,45 - 49,Estimate - de jure,"Final figure, complete",2016,10334929,"5,6"
United States of America,2015,Total,Male,46,Estimate - de jure,"Final figure, complete",2016,2064898,"5,6"
United States of America,2015,Total,Male,47,Estimate - de jure,"Final figure, complete",2016,2019602,"5,6"
United States of America,2015,Total,Male,48,Estimate - de jure,"Final figure, complete",2016,2015073,"5,6"
United States of America,2015,Total,Male,49,Estimate - de jure,"Final figure, complete",2016,2052872,"5,6"
United States of America,2015,Total,Male,50,Estimate - de jure,"Final figure, complete",2016,2173002,"5,6"
United States of America,2015,Total,Male,50 - 54,Estimate - de jure,"Final figure, complete",2016,10963847,"5,6"
United States of America,2015,Total,Male,51,Estimate - de jure,"Final figure, complete",2016,2202725,"5,6"
United States of America,2015,Total,Male,52,Estimate - de jure,"Final figure, complete",2016,2195088,"5,6"
United States of America,2015,Total,Male,53,Estimate - de jure,"Final figure, complete",2016,2186448,"5,6"
United States of America,2015,Total,Male,54,Estimate - de jure,"Final figure, complete",2016,2206584,"5,6"
United States of America,2015,Total,Male,55,Estimate - de jure,"Final figure, complete",2016,2228498,"5,6"
United States of America,2015,Total,Male,55 - 59,Estimate - de jure,"Final figure, complete",2016,10597567,"5,6"
United States of America,2015,Total,Male,56,Estimate - de jure,"Final figure, complete",2016,2143285,"5,6"
United States of America,2015,Total,Male,57,Estimate - de jure,"Final figure, complete",2016,2124551,"5,6"
United States of America,2015,Total,Male,58,Estimate - de jure,"Final figure, complete",2016,2092228,"5,6"
United States of America,2015,Total,Male,59,Estimate - de jure,"Final figure, complete",2016,2009005,"5,6"
United States of America,2015,Total,Male,60,Estimate - de jure,"Final figure, complete",2016,1987008,"5,6"
United States of America,2015,Total,Male,60 - 64,Estimate - de jure,"Final figure, complete",2016,9117180,"5,6"
United States of America,2015,Total,Male,61,Estimate - de jure,"Final figure, complete",2016,1893657,"5,6"
United States of America,2015,Total,Male,62,Estimate - de jure,"Final figure, complete",2016,1815914,"5,6"
United States of America,2015,Total,Male,63,Estimate - de jure,"Final figure, complete",2016,1741514,"5,6"
United States of America,2015,Total,Male,64,Estimate - de jure,"Final figure, complete",2016,1679087,"5,6"
United States of America,2015,Total,Male,65,Estimate - de jure,"Final figure, complete",2016,1637936,"5,6"
United States of America,2015,Total,Male,65 - 69,Estimate - de jure,"Final figure, complete",2016,7596190,"5,6"
United States of America,2015,Total,Male,66,Estimate - de jure,"Final figure, complete",2016,1583339,"5,6"
United States of America,2015,Total,Male,67,Estimate - de jure,"Final figure, complete",2016,1562960,"5,6"
United States of America,2015,Total,Male,68,Estimate - de jure,"Final figure, complete",2016,1623929,"5,6"
United States of America,2015,Total,Male,69,Estimate - de jure,"Final figure, complete",2016,1188026,"5,6"
United States of America,2015,Total,Male,70,Estimate - de jure,"Final figure, complete",2016,1162672,"5,6"
United States of America,2015,Total,Male,70 - 74,Estimate - de jure,"Final figure, complete",2016,5296158,"5,6"
United States of America,2015,Total,Male,71,Estimate - de jure,"Final figure, complete",2016,1123102,"5,6"
United States of America,2015,Total,Male,72,Estimate - de jure,"Final figure, complete",2016,1140651,"5,6"
United States of America,2015,Total,Male,73,Estimate - de jure,"Final figure, complete",2016,983641,"5,6"
United States of America,2015,Total,Male,74,Estimate - de jure,"Final figure, complete",2016,886092,"5,6"
United States of America,2015,Total,Male,75,Estimate - de jure,"Final figure, complete",2016,829659,"5,6"
United States of America,2015,Total,Male,75 - 79,Estimate - de jure,"Final figure, complete",2016,3610906,"5,6"
United States of America,2015,Total,Male,76,Estimate - de jure,"Final figure, complete",2016,774758,"5,6"
United States of America,2015,Total,Male,77,Estimate - de jure,"Final figure, complete",2016,728549,"5,6"
United States of America,2015,Total,Male,78,Estimate - de jure,"Final figure, complete",2016,659853,"5,6"
United States of America,2015,Total,Male,79,Estimate - de jure,"Final figure, complete",2016,618087,"5,6"
United States of America,2015,Total,Male,80,Estimate - de jure,"Final figure, complete",2016,578240,"5,6"
United States of America,2015,Total,Male,80 - 84,Estimate - de jure,"Final figure, complete",2016,2412665,"5,6"
United States of America,2015,Total,Male,81,Estimate - de jure,"Final figure, complete",2016,507988,"5,6"
United States of America,2015,Total,Male,82,Estimate - de jure,"Final figure, complete",2016,477629,"5,6"
United States of America,2015,Total,Male,83,Estimate - de jure,"Final figure, complete",2016,442175,"5,6"
United States of America,2015,Total,Male,84,Estimate - de jure,"Final figure, complete",2016,406633,"5,6"
United States of America,2015,Total,Male,85,Estimate - de jure,"Final figure, complete",2016,374382,"5,6"
United States of America,2015,Total,Male,85 - 89,Estimate - de jure,"Final figure, complete",2016,1442244,"5,6"
United States of America,2015,Total,Male,86,Estimate - de jure,"Final figure, complete",2016,323518,"5,6"
United States of America,2015,Total,Male,87,Estimate - de jure,"Final figure, complete",2016,287383,"5,6"
United States of America,2015,Total,Male,88,Estimate - de jure,"Final figure, complete",2016,248876,"5,6"
United States of America,2015,Total,Male,89,Estimate - de jure,"Final figure, complete",2016,208085,"5,6"
United States of America,2015,Total,Male,90,Estimate - de jure,"Final figure, complete",2016,175479,"5,6"
United States of America,2015,Total,Male,90 - 94,Estimate - de jure,"Final figure, complete",2016,588978,"5,6"
United States of America,2015,Total,Male,91,Estimate - de jure,"Final figure, complete",2016,142870,"5,6"
United States of America,2015,Total,Male,92,Estimate - de jure,"Final figure, complete",2016,113834,"5,6"
United States of America,2015,Total,Male,93,Estimate - de jure,"Final figure, complete",2016,88660,"5,6"
United States of America,2015,Total,Male,94,Estimate - de jure,"Final figure, complete",2016,68135,"5,6"
United States of America,2015,Total,Male,95,Estimate - de jure,"Final figure, complete",2016,48015,"5,6"
United States of America,2015,Total,Male,95 - 99,Estimate - de jure,"Final figure, complete",2016,127988,"5,6"
United States of America,2015,Total,Male,96,Estimate - de jure,"Final figure, complete",2016,32585,"5,6"
United States of America,2015,Total,Male,97,Estimate - de jure,"Final figure, complete",2016,23092,"5,6"
United States of America,2015,Total,Male,98,Estimate - de jure,"Final figure, complete",2016,14719,"5,6"
United States of America,2015,Total,Male,99,Estimate - de jure,"Final figure, complete",2016,9577,"5,6"
United States of America,2015,Total,Male,100 +,Estimate - de jure,"Final figure, complete",2016,15088,"5,6"
United States of America,2015,Total,Female,Total,Estimate - de jure,"Final figure, complete",2016,163189523,"5,6"
United States of America,2015,Total,Female,0,Estimate - de jure,"Final figure, complete",2016,1942904,"5,6"
United States of America,2015,Total,Female,0 - 4,Estimate - de jure,"Final figure, complete",2016,9729680,"5,6"
United States of America,2015,Total,Female,1,Estimate - de jure,"Final figure, complete",2016,1939269,"5,6"
United States of America,2015,Total,Female,4-Jan,Estimate - de jure,"Final figure, complete",2016,7786776,"5,6"
United States of America,2015,Total,Female,2,Estimate - de jure,"Final figure, complete",2016,1939979,"5,6"
United States of America,2015,Total,Female,3,Estimate - de jure,"Final figure, complete",2016,1943417,"5,6"
United States of America,2015,Total,Female,4,Estimate - de jure,"Final figure, complete",2016,1964111,"5,6"
United States of America,2015,Total,Female,5,Estimate - de jure,"Final figure, complete",2016,1967310,"5,6"
United States of America,2015,Total,Female,9-May,Estimate - de jure,"Final figure, complete",2016,10028044,"5,6"
United States of America,2015,Total,Female,6,Estimate - de jure,"Final figure, complete",2016,1968544,"5,6"
United States of America,2015,Total,Female,7,Estimate - de jure,"Final figure, complete",2016,2031242,"5,6"
United States of America,2015,Total,Female,8,Estimate - de jure,"Final figure, complete",2016,2039062,"5,6"
United States of America,2015,Total,Female,9,Estimate - de jure,"Final figure, complete",2016,2021886,"5,6"
United States of America,2015,Total,Female,10,Estimate - de jure,"Final figure, complete",2016,2017346,"5,6"
United States of America,2015,Total,Female,14-Oct,Estimate - de jure,"Final figure, complete",2016,10101942,"5,6"
United States of America,2015,Total,Female,11,Estimate - de jure,"Final figure, complete",2016,2023586,"5,6"
United States of America,2015,Total,Female,12,Estimate - de jure,"Final figure, complete",2016,2010241,"5,6"
United States of America,2015,Total,Female,13,Estimate - de jure,"Final figure, complete",2016,2001602,"5,6"
United States of America,2015,Total,Female,14,Estimate - de jure,"Final figure, complete",2016,2049167,"5,6"
United States of America,2015,Total,Female,15,Estimate - de jure,"Final figure, complete",2016,2076753,"5,6"
United States of America,2015,Total,Female,15 - 19,Estimate - de jure,"Final figure, complete",2016,10311036,"5,6"
United States of America,2015,Total,Female,16,Estimate - de jure,"Final figure, complete",2016,2045025,"5,6"
United States of America,2015,Total,Female,17,Estimate - de jure,"Final figure, complete",2016,2049112,"5,6"
United States of America,2015,Total,Female,18,Estimate - de jure,"Final figure, complete",2016,2061954,"5,6"
United States of America,2015,Total,Female,19,Estimate - de jure,"Final figure, complete",2016,2078192,"5,6"
United States of America,2015,Total,Female,20,Estimate - de jure,"Final figure, complete",2016,2123067,"5,6"
United States of America,2015,Total,Female,20 - 24,Estimate - de jure,"Final figure, complete",2016,11071459,"5,6"
United States of America,2015,Total,Female,21,Estimate - de jure,"Final figure, complete",2016,2166784,"5,6"
United States of America,2015,Total,Female,22,Estimate - de jure,"Final figure, complete",2016,2197776,"5,6"
United States of America,2015,Total,Female,23,Estimate - de jure,"Final figure, complete",2016,2264424,"5,6"
United States of America,2015,Total,Female,24,Estimate - de jure,"Final figure, complete",2016,2319408,"5,6"
United States of America,2015,Total,Female,25,Estimate - de jure,"Final figure, complete",2016,2322049,"5,6"
United States of America,2015,Total,Female,25 - 29,Estimate - de jure,"Final figure, complete",2016,11052155,"5,6"
United States of America,2015,Total,Female,26,Estimate - de jure,"Final figure, complete",2016,2233433,"5,6"
United States of America,2015,Total,Female,27,Estimate - de jure,"Final figure, complete",2016,2185163,"5,6"
United States of America,2015,Total,Female,28,Estimate - de jure,"Final figure, complete",2016,2149931,"5,6"
United States of America,2015,Total,Female,29,Estimate - de jure,"Final figure, complete",2016,2161579,"5,6"
United States of America,2015,Total,Female,30,Estimate - de jure,"Final figure, complete",2016,2185746,"5,6"
United States of America,2015,Total,Female,30 - 34,Estimate - de jure,"Final figure, complete",2016,10785909,"5,6"
United States of America,2015,Total,Female,31,Estimate - de jure,"Final figure, complete",2016,2125468,"5,6"
United States of America,2015,Total,Female,32,Estimate - de jure,"Final figure, complete",2016,2162451,"5,6"
United States of America,2015,Total,Female,33,Estimate - de jure,"Final figure, complete",2016,2166123,"5,6"
United States of America,2015,Total,Female,34,Estimate - de jure,"Final figure, complete",2016,2146121,"5,6"
United States of America,2015,Total,Female,35,Estimate - de jure,"Final figure, complete",2016,2180134,"5,6"
United States of America,2015,Total,Female,35 - 39,Estimate - de jure,"Final figure, complete",2016,10201161,"5,6"
United States of America,2015,Total,Female,36,Estimate - de jure,"Final figure, complete",2016,2055478,"5,6"
